year,group_name,team_a,team_b,team_c,ab_pts_for_a,bc_pts_for_b,ac_pts_for_a,a_beats_b,b_beats_c,is_transitivity_triple,transitive,rank_a,rank_b,rank_c,rank_gap_ab,rank_gap_bc,rank_gap_ac
2014,Group E,Switzerland,Honduras,Ecuador,1.0,0.0,1.0,1,0,0,,6,33,26,-27,7,-20
2014,Group E,Switzerland,Honduras,France,1.0,0.0,0.0,1,0,0,,6,33,17,-27,16,-11
2014,Group F,Argentina,Bosnia and Herzegovina,Iran,1.0,1.0,1.0,1,1,1,1,5,21,,-16,,
2014,Group F,Argentina,Bosnia and Herzegovina,Nigeria,1.0,0.0,1.0,1,0,0,,5,21,44,-16,-23,-39
2014,Group F,Argentina,Iran,Bosnia and Herzegovina,1.0,0.0,1.0,1,0,0,,5,,21,,,-16
2014,Group F,Argentina,Iran,Nigeria,1.0,0.5,1.0,1,0,0,,5,,44,,,-39
2014,Group F,Argentina,Nigeria,Bosnia and Herzegovina,1.0,1.0,1.0,1,1,1,1,5,44,21,-39,23,-16
2014,Group F,Argentina,Nigeria,Iran,1.0,0.5,1.0,1,0,0,,5,44,,-39,,
2014,Group F,Bosnia and Herzegovina,Argentina,Iran,0.0,1.0,1.0,0,1,0,,21,5,,16,,
2014,Group F,Bosnia and Herzegovina,Argentina,Nigeria,0.0,1.0,0.0,0,1,0,,21,5,44,16,-39,-23
2014,Group F,Bosnia and Herzegovina,Iran,Argentina,1.0,0.0,0.0,1,0,0,,21,,5,,,16
2014,Group F,Bosnia and Herzegovina,Iran,Nigeria,1.0,0.5,0.0,1,0,0,,21,,44,,,-23
2014,Group F,Bosnia and Herzegovina,Nigeria,Argentina,0.0,0.0,0.0,0,0,0,,21,44,5,-23,39,16
2014,Group F,Bosnia and Herzegovina,Nigeria,Iran,0.0,0.5,1.0,0,0,0,,21,44,,-23,,
2014,Group F,Iran,Argentina,Bosnia and Herzegovina,0.0,1.0,0.0,0,1,0,,,5,21,,-16,
2014,Group F,Iran,Argentina,Nigeria,0.0,1.0,0.5,0,1,0,,,5,44,,-39,
2014,Group F,Iran,Bosnia and Herzegovina,Argentina,0.0,0.0,0.0,0,0,0,,,21,5,,16,
2014,Group F,Iran,Bosnia and Herzegovina,Nigeria,0.0,0.0,0.5,0,0,0,,,21,44,,-23,
2014,Group F,Iran,Nigeria,Argentina,0.5,0.0,0.0,0,0,0,,,44,5,,39,
2014,Group F,Iran,Nigeria,Bosnia and Herzegovina,0.5,1.0,0.0,0,1,0,,,44,21,,23,
2014,Group F,Nigeria,Argentina,Bosnia and Herzegovina,0.0,1.0,1.0,0,1,0,,44,5,21,39,-16,23
2014,Group F,Nigeria,Argentina,Iran,0.0,1.0,0.5,0,1,0,,44,5,,39,,
2014,Group F,Nigeria,Bosnia and Herzegovina,Argentina,1.0,0.0,0.0,1,0,0,,44,21,5,23,16,39
2014,Group F,Nigeria,Bosnia and Herzegovina,Iran,1.0,1.0,0.5,1,1,1,0,44,21,,23,,
2014,Group F,Nigeria,Iran,Argentina,0.5,0.0,0.0,0,0,0,,44,,5,,,39
2014,Group F,Nigeria,Iran,Bosnia and Herzegovina,0.5,0.0,1.0,0,0,0,,44,,21,,,23
2014,Group G,Germany,Ghana,Portugal,0.5,0.0,1.0,0,0,0,,2,37,4,-35,33,-2
2014,Group G,Germany,Ghana,United States,0.5,0.0,1.0,0,0,0,,2,37,,-35,,
2014,Group G,Germany,Portugal,Ghana,1.0,1.0,0.5,1,1,1,0,2,4,37,-2,-33,-35
2014,Group G,Germany,Portugal,United States,1.0,0.5,1.0,1,0,0,,2,4,,-2,,
2014,Group G,Germany,United States,Ghana,1.0,1.0,0.5,1,1,1,0,2,,37,,,-35
2014,Group G,Germany,United States,Portugal,1.0,0.5,1.0,1,0,0,,2,,4,,,-2
2014,Group G,Ghana,Germany,Portugal,0.5,1.0,0.0,0,1,0,,37,2,4,35,-2,33
2014,Group G,Ghana,Germany,United States,0.5,1.0,0.0,0,1,0,,37,2,,35,,
2014,Group G,Ghana,Portugal,Germany,0.0,0.0,0.5,0,0,0,,37,4,2,33,2,35
2014,Group G,Ghana,Portugal,United States,0.0,0.5,0.0,0,0,0,,37,4,,33,,
2014,Group G,Ghana,United States,Germany,0.0,0.0,0.5,0,0,0,,37,,2,,,35
2014,Group G,Ghana,United States,Portugal,0.0,0.5,0.0,0,0,0,,37,,4,,,33
2014,Group G,Portugal,Germany,Ghana,0.0,0.5,1.0,0,0,0,,4,2,37,2,-35,-33
2014,Group G,Portugal,Germany,United States,0.0,1.0,0.5,0,1,0,,4,2,,2,,
2014,Group G,Portugal,Ghana,Germany,1.0,0.5,0.0,1,0,0,,4,37,2,-33,35,2
2014,Group G,Portugal,Ghana,United States,1.0,0.0,0.5,1,0,0,,4,37,,-33,,
2014,Group G,Portugal,United States,Germany,0.5,0.0,0.0,0,0,0,,4,,2,,,2
2014,Group G,Portugal,United States,Ghana,0.5,1.0,1.0,0,1,0,,4,,37,,,-33
2014,Group G,United States,Germany,Ghana,0.0,0.5,1.0,0,0,0,,,2,37,,-35,
2014,Group G,United States,Germany,Portugal,0.0,1.0,0.5,0,1,0,,,2,4,,-2,
2014,Group G,United States,Ghana,Germany,1.0,0.5,0.0,1,0,0,,,37,2,,35,
2014,Group G,United States,Ghana,Portugal,1.0,0.0,0.5,1,0,0,,,37,4,,33,
2014,Group G,United States,Portugal,Germany,0.5,0.0,0.0,0,0,0,,,4,2,,2,
2014,Group G,United States,Portugal,Ghana,0.5,1.0,1.0,0,1,0,,,4,37,,-33,
2014,Group H,Algeria,Belgium,Russia,0.0,1.0,0.5,0,1,0,,22,11,19,11,-8,3
2014,Group H,Algeria,Belgium,South Korea,0.0,1.0,1.0,0,1,0,,22,11,,11,,
2014,Group H,Algeria,Russia,Belgium,0.5,0.0,0.0,0,0,0,,22,19,11,3,8,11
2014,Group H,Algeria,Russia,South Korea,0.5,0.5,1.0,0,0,0,,22,19,,3,,
2014,Group H,Algeria,South Korea,Belgium,1.0,0.0,0.0,1,0,0,,22,,11,,,11
2014,Group H,Algeria,South Korea,Russia,1.0,0.5,0.5,1,0,0,,22,,19,,,3
2014,Group H,Belgium,Algeria,Russia,1.0,0.5,1.0,1,0,0,,11,22,19,-11,3,-8
2014,Group H,Belgium,Algeria,South Korea,1.0,1.0,1.0,1,1,1,1,11,22,,-11,,
2014,Group H,Belgium,Russia,Algeria,1.0,0.5,1.0,1,0,0,,11,19,22,-8,-3,-11
2014,Group H,Belgium,Russia,South Korea,1.0,0.5,1.0,1,0,0,,11,19,,-8,,
2014,Group H,Belgium,South Korea,Algeria,1.0,0.0,1.0,1,0,0,,11,,22,,,-11
2014,Group H,Belgium,South Korea,Russia,1.0,0.5,1.0,1,0,0,,11,,19,,,-8
2014,Group H,Russia,Algeria,Belgium,0.5,0.0,0.0,0,0,0,,19,22,11,-3,11,8
2014,Group H,Russia,Algeria,South Korea,0.5,1.0,0.5,0,1,0,,19,22,,-3,,
2014,Group H,Russia,Belgium,Algeria,0.0,1.0,0.5,0,1,0,,19,11,22,8,-11,-3
2014,Group H,Russia,Belgium,South Korea,0.0,1.0,0.5,0,1,0,,19,11,,8,,
2014,Group H,Russia,South Korea,Algeria,0.5,0.0,0.5,0,0,0,,19,,22,,,-3
2014,Group H,Russia,South Korea,Belgium,0.5,0.0,0.0,0,0,0,,19,,11,,,8
2014,Group H,South Korea,Algeria,Belgium,0.0,0.0,0.0,0,0,0,,,22,11,,11,
2014,Group H,South Korea,Algeria,Russia,0.0,0.5,0.5,0,0,0,,,22,19,,3,
2014,Group H,South Korea,Belgium,Algeria,0.0,1.0,0.0,0,1,0,,,11,22,,-11,
2014,Group H,South Korea,Belgium,Russia,0.0,1.0,0.5,0,1,0,,,11,19,,-8,
2014,Group H,South Korea,Russia,Algeria,0.5,0.5,0.0,0,0,0,,,19,22,,-3,
2014,Group H,South Korea,Russia,Belgium,0.5,0.0,0.0,0,0,0,,,19,11,,8,
2018,Group A,Egypt,Russia,Saudi Arabia,0.0,1.0,0.0,0,1,0,,45,70,67,-25,3,-22
2018,Group A,Egypt,Russia,Uruguay,0.0,0.0,0.0,0,0,0,,45,70,14,-25,56,31
2018,Group A,Egypt,Saudi Arabia,Russia,0.0,0.0,0.0,0,0,0,,45,67,70,-22,-3,-25
2018,Group A,Egypt,Saudi Arabia,Uruguay,0.0,0.0,0.0,0,0,0,,45,67,14,-22,53,31
2018,Group A,Egypt,Uruguay,Russia,0.0,1.0,0.0,0,1,0,,45,14,70,31,-56,-25
2018,Group A,Egypt,Uruguay,Saudi Arabia,0.0,1.0,0.0,0,1,0,,45,14,67,31,-53,-22
2018,Group A,Russia,Egypt,Saudi Arabia,1.0,0.0,1.0,1,0,0,,70,45,67,25,-22,3
2018,Group A,Russia,Egypt,Uruguay,1.0,0.0,0.0,1,0,0,,70,45,14,25,31,56
2018,Group A,Russia,Saudi Arabia,Egypt,1.0,1.0,1.0,1,1,1,1,70,67,45,3,22,25
2018,Group A,Russia,Saudi Arabia,Uruguay,1.0,0.0,0.0,1,0,0,,70,67,14,3,53,56
2018,Group A,Russia,Uruguay,Egypt,0.0,1.0,1.0,0,1,0,,70,14,45,56,-31,25
2018,Group A,Russia,Uruguay,Saudi Arabia,0.0,1.0,1.0,0,1,0,,70,14,67,56,-53,3
2018,Group A,Saudi Arabia,Egypt,Russia,1.0,0.0,0.0,1,0,0,,67,45,70,22,-25,-3
2018,Group A,Saudi Arabia,Egypt,Uruguay,1.0,0.0,0.0,1,0,0,,67,45,14,22,31,53
2018,Group A,Saudi Arabia,Russia,Egypt,0.0,1.0,1.0,0,1,0,,67,70,45,-3,25,22
2018,Group A,Saudi Arabia,Russia,Uruguay,0.0,0.0,0.0,0,0,0,,67,70,14,-3,56,53
2018,Group A,Saudi Arabia,Uruguay,Egypt,0.0,1.0,1.0,0,1,0,,67,14,45,53,-31,22
2018,Group A,Saudi Arabia,Uruguay,Russia,0.0,1.0,0.0,0,1,0,,67,14,70,53,-56,-3
2018,Group A,Uruguay,Egypt,Russia,1.0,0.0,1.0,1,0,0,,14,45,70,-31,-25,-56
2018,Group A,Uruguay,Egypt,Saudi Arabia,1.0,0.0,1.0,1,0,0,,14,45,67,-31,-22,-53
2018,Group A,Uruguay,Russia,Egypt,1.0,1.0,1.0,1,1,1,1,14,70,45,-56,25,-31
2018,Group A,Uruguay,Russia,Saudi Arabia,1.0,1.0,1.0,1,1,1,1,14,70,67,-56,3,-53
2018,Group A,Uruguay,Saudi Arabia,Egypt,1.0,1.0,1.0,1,1,1,1,14,67,45,-53,22,-31
2018,Group A,Uruguay,Saudi Arabia,Russia,1.0,0.0,1.0,1,0,0,,14,67,70,-53,-3,-56
2018,Group B,Iran,Morocco,Portugal,1.0,0.0,0.5,1,0,0,,,41,4,,37,
2018,Group B,Iran,Morocco,Spain,1.0,0.5,0.0,1,0,0,,,41,10,,31,
2018,Group B,Iran,Portugal,Morocco,0.5,1.0,1.0,0,1,0,,,4,41,,-37,
2018,Group B,Iran,Portugal,Spain,0.5,0.5,0.0,0,0,0,,,4,10,,-6,
2018,Group B,Iran,Spain,Morocco,0.0,0.5,1.0,0,0,0,,,10,41,,-31,
2018,Group B,Iran,Spain,Portugal,0.0,0.5,0.5,0,0,0,,,10,4,,6,
2018,Group B,Morocco,Iran,Portugal,0.0,0.5,0.0,0,0,0,,41,,4,,,37
2018,Group B,Morocco,Iran,Spain,0.0,0.0,0.5,0,0,0,,41,,10,,,31
2018,Group B,Morocco,Portugal,Iran,0.0,0.5,0.0,0,0,0,,41,4,,37,,
2018,Group B,Morocco,Portugal,Spain,0.0,0.5,0.5,0,0,0,,41,4,10,37,-6,31
2018,Group B,Morocco,Spain,Iran,0.5,1.0,0.0,0,1,0,,41,10,,31,,
2018,Group B,Morocco,Spain,Portugal,0.5,0.5,0.0,0,0,0,,41,10,4,31,6,37
2018,Group B,Portugal,Iran,Morocco,0.5,1.0,1.0,0,1,0,,4,,41,,,-37
2018,Group B,Portugal,Iran,Spain,0.5,0.0,0.5,0,0,0,,4,,10,,,-6
2018,Group B,Portugal,Morocco,Iran,1.0,0.0,0.5,1,0,0,,4,41,,-37,,
2018,Group B,Portugal,Morocco,Spain,1.0,0.5,0.5,1,0,0,,4,41,10,-37,31,-6
2018,Group B,Portugal,Spain,Iran,0.5,1.0,0.5,0,1,0,,4,10,,-6,,
2018,Group B,Portugal,Spain,Morocco,0.5,0.5,1.0,0,0,0,,4,10,41,-6,-31,-37
2018,Group B,Spain,Iran,Morocco,1.0,1.0,0.5,1,1,1,0,10,,41,,,-31
2018,Group B,Spain,Iran,Portugal,1.0,0.5,0.5,1,0,0,,10,,4,,,6
2018,Group B,Spain,Morocco,Iran,0.5,0.0,1.0,0,0,0,,10,41,,-31,,
2018,Group B,Spain,Morocco,Portugal,0.5,0.0,0.5,0,0,0,,10,41,4,-31,37,6
2018,Group B,Spain,Portugal,Iran,0.5,0.5,1.0,0,0,0,,10,4,,6,,
2018,Group B,Spain,Portugal,Morocco,0.5,1.0,0.5,0,1,0,,10,4,41,6,-37,-31
2018,Group C,Australia,Denmark,France,0.5,0.5,0.0,0,0,0,,36,12,7,24,5,29
2018,Group C,Australia,Denmark,Peru,0.5,1.0,0.0,0,1,0,,36,12,11,24,1,25
2018,Group C,Australia,France,Denmark,0.0,0.5,0.5,0,0,0,,36,7,12,29,-5,24
2018,Group C,Australia,France,Peru,0.0,1.0,0.0,0,1,0,,36,7,11,29,-4,25
2018,Group C,Australia,Peru,Denmark,0.0,0.0,0.5,0,0,0,,36,11,12,25,-1,24
2018,Group C,Australia,Peru,France,0.0,0.0,0.0,0,0,0,,36,11,7,25,4,29
2018,Group C,Denmark,Australia,France,0.5,0.0,0.5,0,0,0,,12,36,7,-24,29,5
2018,Group C,Denmark,Australia,Peru,0.5,0.0,1.0,0,0,0,,12,36,11,-24,25,1
2018,Group C,Denmark,France,Australia,0.5,1.0,0.5,0,1,0,,12,7,36,5,-29,-24
2018,Group C,Denmark,France,Peru,0.5,1.0,1.0,0,1,0,,12,7,11,5,-4,1
2018,Group C,Denmark,Peru,Australia,1.0,1.0,0.5,1,1,1,0,12,11,36,1,-25,-24
2018,Group C,Denmark,Peru,France,1.0,0.0,0.5,1,0,0,,12,11,7,1,4,5
2018,Group C,France,Australia,Denmark,1.0,0.5,0.5,1,0,0,,7,36,12,-29,24,-5
2018,Group C,France,Australia,Peru,1.0,0.0,1.0,1,0,0,,7,36,11,-29,25,-4
2018,Group C,France,Denmark,Australia,0.5,0.5,1.0,0,0,0,,7,12,36,-5,-24,-29
2018,Group C,France,Denmark,Peru,0.5,1.0,1.0,0,1,0,,7,12,11,-5,1,-4
2018,Group C,France,Peru,Australia,1.0,1.0,1.0,1,1,1,1,7,11,36,-4,-25,-29
2018,Group C,France,Peru,Denmark,1.0,0.0,0.5,1,0,0,,7,11,12,-4,-1,-5
2018,Group C,Peru,Australia,Denmark,1.0,0.5,0.0,1,0,0,,11,36,12,-25,24,-1
2018,Group C,Peru,Australia,France,1.0,0.0,0.0,1,0,0,,11,36,7,-25,29,4
2018,Group C,Peru,Denmark,Australia,0.0,0.5,1.0,0,0,0,,11,12,36,-1,-24,-25
2018,Group C,Peru,Denmark,France,0.0,0.5,0.0,0,0,0,,11,12,7,-1,5,4
2018,Group C,Peru,France,Australia,0.0,1.0,1.0,0,1,0,,11,7,36,4,-29,-25
2018,Group C,Peru,France,Denmark,0.0,0.5,0.0,0,0,0,,11,7,12,4,-5,-1
2018,Group D,Argentina,Croatia,Iceland,0.0,1.0,0.5,0,1,0,,5,20,22,-15,-2,-17
2018,Group D,Argentina,Croatia,Nigeria,0.0,1.0,1.0,0,1,0,,5,20,48,-15,-28,-43
2018,Group D,Argentina,Iceland,Croatia,0.5,0.0,0.0,0,0,0,,5,22,20,-17,2,-15
2018,Group D,Argentina,Iceland,Nigeria,0.5,0.0,1.0,0,0,0,,5,22,48,-17,-26,-43
2018,Group D,Argentina,Nigeria,Croatia,1.0,0.0,0.0,1,0,0,,5,48,20,-43,28,-15
2018,Group D,Argentina,Nigeria,Iceland,1.0,1.0,0.5,1,1,1,0,5,48,22,-43,26,-17
2018,Group D,Croatia,Argentina,Iceland,1.0,0.5,1.0,1,0,0,,20,5,22,15,-17,-2
2018,Group D,Croatia,Argentina,Nigeria,1.0,1.0,1.0,1,1,1,1,20,5,48,15,-43,-28
2018,Group D,Croatia,Iceland,Argentina,1.0,0.5,1.0,1,0,0,,20,22,5,-2,17,15
2018,Group D,Croatia,Iceland,Nigeria,1.0,0.0,1.0,1,0,0,,20,22,48,-2,-26,-28
2018,Group D,Croatia,Nigeria,Argentina,1.0,0.0,1.0,1,0,0,,20,48,5,-28,43,15
2018,Group D,Croatia,Nigeria,Iceland,1.0,1.0,1.0,1,1,1,1,20,48,22,-28,26,-2
2018,Group D,Iceland,Argentina,Croatia,0.5,0.0,0.0,0,0,0,,22,5,20,17,-15,2
2018,Group D,Iceland,Argentina,Nigeria,0.5,1.0,0.0,0,1,0,,22,5,48,17,-43,-26
2018,Group D,Iceland,Croatia,Argentina,0.0,1.0,0.5,0,1,0,,22,20,5,2,15,17
2018,Group D,Iceland,Croatia,Nigeria,0.0,1.0,0.0,0,1,0,,22,20,48,2,-28,-26
2018,Group D,Iceland,Nigeria,Argentina,0.0,0.0,0.5,0,0,0,,22,48,5,-26,43,17
2018,Group D,Iceland,Nigeria,Croatia,0.0,0.0,0.0,0,0,0,,22,48,20,-26,28,2
2018,Group D,Nigeria,Argentina,Croatia,0.0,0.0,0.0,0,0,0,,48,5,20,43,-15,28
2018,Group D,Nigeria,Argentina,Iceland,0.0,0.5,1.0,0,0,0,,48,5,22,43,-17,26
2018,Group D,Nigeria,Croatia,Argentina,0.0,1.0,0.0,0,1,0,,48,20,5,28,15,43
2018,Group D,Nigeria,Croatia,Iceland,0.0,1.0,1.0,0,1,0,,48,20,22,28,-2,26
2018,Group D,Nigeria,Iceland,Argentina,1.0,0.5,0.0,1,0,0,,48,22,5,26,17,43
2018,Group D,Nigeria,Iceland,Croatia,1.0,0.0,0.0,1,0,0,,48,22,20,26,2,28
2018,Group E,Brazil,Costa Rica,Serbia,1.0,0.0,1.0,1,0,0,,2,23,34,-21,-11,-32
2018,Group E,Brazil,Costa Rica,Switzerland,1.0,0.5,0.5,1,0,0,,2,23,6,-21,17,-4
2018,Group E,Brazil,Serbia,Costa Rica,1.0,1.0,1.0,1,1,1,1,2,34,23,-32,11,-21
2018,Group E,Brazil,Serbia,Switzerland,1.0,0.0,0.5,1,0,0,,2,34,6,-32,28,-4
2018,Group E,Brazil,Switzerland,Costa Rica,0.5,0.5,1.0,0,0,0,,2,6,23,-4,-17,-21
2018,Group E,Brazil,Switzerland,Serbia,0.5,1.0,1.0,0,1,0,,2,6,34,-4,-28,-32
2018,Group E,Costa Rica,Brazil,Serbia,0.0,1.0,0.0,0,1,0,,23,2,34,21,-32,-11
2018,Group E,Costa Rica,Brazil,Switzerland,0.0,0.5,0.5,0,0,0,,23,2,6,21,-4,17
2018,Group E,Costa Rica,Serbia,Brazil,0.0,0.0,0.0,0,0,0,,23,34,2,-11,32,21
2018,Group E,Costa Rica,Serbia,Switzerland,0.0,0.0,0.5,0,0,0,,23,34,6,-11,28,17
2018,Group E,Costa Rica,Switzerland,Brazil,0.5,0.5,0.0,0,0,0,,23,6,2,17,4,21
2018,Group E,Costa Rica,Switzerland,Serbia,0.5,1.0,0.0,0,1,0,,23,6,34,17,-28,-11
2018,Group E,Serbia,Brazil,Costa Rica,0.0,1.0,1.0,0,1,0,,34,2,23,32,-21,11
2018,Group E,Serbia,Brazil,Switzerland,0.0,0.5,0.0,0,0,0,,34,2,6,32,-4,28
2018,Group E,Serbia,Costa Rica,Brazil,1.0,0.0,0.0,1,0,0,,34,23,2,11,21,32
2018,Group E,Serbia,Costa Rica,Switzerland,1.0,0.5,0.0,1,0,0,,34,23,6,11,17,28
2018,Group E,Serbia,Switzerland,Brazil,0.0,0.5,0.0,0,0,0,,34,6,2,28,4,32
2018,Group E,Serbia,Switzerland,Costa Rica,0.0,0.5,1.0,0,0,0,,34,6,23,28,-17,11
2018,Group E,Switzerland,Brazil,Costa Rica,0.5,1.0,0.5,0,1,0,,6,2,23,4,-21,-17
2018,Group E,Switzerland,Brazil,Serbia,0.5,1.0,1.0,0,1,0,,6,2,34,4,-32,-28
2018,Group E,Switzerland,Costa Rica,Brazil,0.5,0.0,0.5,0,0,0,,6,23,2,-17,21,4
2018,Group E,Switzerland,Costa Rica,Serbia,0.5,0.0,1.0,0,0,0,,6,23,34,-17,-11,-28
2018,Group E,Switzerland,Serbia,Brazil,1.0,0.0,0.5,1,0,0,,6,34,2,-28,32,4
2018,Group E,Switzerland,Serbia,Costa Rica,1.0,1.0,0.5,1,1,1,0,6,34,23,-28,11,-17
2018,Group F,Germany,Mexico,South Korea,0.0,1.0,0.0,0,1,0,,1,15,,-14,,
2018,Group F,Germany,Mexico,Sweden,0.0,0.0,1.0,0,0,0,,1,15,24,-14,-9,-23
2018,Group F,Germany,South Korea,Mexico,0.0,0.0,0.0,0,0,0,,1,,15,,,-14
2018,Group F,Germany,South Korea,Sweden,0.0,0.0,1.0,0,0,0,,1,,24,,,-23
2018,Group F,Germany,Sweden,Mexico,1.0,1.0,0.0,1,1,1,0,1,24,15,-23,9,-14
2018,Group F,Germany,Sweden,South Korea,1.0,1.0,0.0,1,1,1,0,1,24,,-23,,
2018,Group F,Mexico,Germany,South Korea,1.0,0.0,1.0,1,0,0,,15,1,,14,,
2018,Group F,Mexico,Germany,Sweden,1.0,1.0,0.0,1,1,1,0,15,1,24,14,-23,-9
2018,Group F,Mexico,South Korea,Germany,1.0,1.0,1.0,1,1,1,1,15,,1,,,14
2018,Group F,Mexico,South Korea,Sweden,1.0,0.0,0.0,1,0,0,,15,,24,,,-9
2018,Group F,Mexico,Sweden,Germany,0.0,0.0,1.0,0,0,0,,15,24,1,-9,23,14
2018,Group F,Mexico,Sweden,South Korea,0.0,1.0,1.0,0,1,0,,15,24,,-9,,
2018,Group F,South Korea,Germany,Mexico,1.0,0.0,0.0,1,0,0,,,1,15,,-14,
2018,Group F,South Korea,Germany,Sweden,1.0,1.0,0.0,1,1,1,0,,1,24,,-23,
2018,Group F,South Korea,Mexico,Germany,0.0,1.0,1.0,0,1,0,,,15,1,,14,
2018,Group F,South Korea,Mexico,Sweden,0.0,0.0,0.0,0,0,0,,,15,24,,-9,
2018,Group F,South Korea,Sweden,Germany,0.0,0.0,1.0,0,0,0,,,24,1,,23,
2018,Group F,South Korea,Sweden,Mexico,0.0,1.0,0.0,0,1,0,,,24,15,,9,
2018,Group F,Sweden,Germany,Mexico,0.0,0.0,1.0,0,0,0,,24,1,15,23,-14,9
2018,Group F,Sweden,Germany,South Korea,0.0,0.0,1.0,0,0,0,,24,1,,23,,
2018,Group F,Sweden,Mexico,Germany,1.0,1.0,0.0,1,1,1,0,24,15,1,9,14,23
2018,Group F,Sweden,Mexico,South Korea,1.0,1.0,1.0,1,1,1,1,24,15,,9,,
2018,Group F,Sweden,South Korea,Germany,1.0,1.0,0.0,1,1,1,0,24,,1,,,23
2018,Group F,Sweden,South Korea,Mexico,1.0,0.0,1.0,1,0,0,,24,,15,,,9
2018,Group G,Belgium,England,Panama,1.0,1.0,1.0,1,1,1,1,3,13,55,-10,-42,-52
2018,Group G,Belgium,England,Tunisia,1.0,1.0,1.0,1,1,1,1,3,13,21,-10,-8,-18
2018,Group G,Belgium,Panama,England,1.0,0.0,1.0,1,0,0,,3,55,13,-52,42,-10
2018,Group G,Belgium,Panama,Tunisia,1.0,0.0,1.0,1,0,0,,3,55,21,-52,34,-18
2018,Group G,Belgium,Tunisia,England,1.0,0.0,1.0,1,0,0,,3,21,13,-18,8,-10
2018,Group G,Belgium,Tunisia,Panama,1.0,1.0,1.0,1,1,1,1,3,21,55,-18,-34,-52
2018,Group G,England,Belgium,Panama,0.0,1.0,1.0,0,1,0,,13,3,55,10,-52,-42
2018,Group G,England,Belgium,Tunisia,0.0,1.0,1.0,0,1,0,,13,3,21,10,-18,-8
2018,Group G,England,Panama,Belgium,1.0,0.0,0.0,1,0,0,,13,55,3,-42,52,10
2018,Group G,England,Panama,Tunisia,1.0,0.0,1.0,1,0,0,,13,55,21,-42,34,-8
2018,Group G,England,Tunisia,Belgium,1.0,0.0,0.0,1,0,0,,13,21,3,-8,18,10
2018,Group G,England,Tunisia,Panama,1.0,1.0,1.0,1,1,1,1,13,21,55,-8,-34,-42
2018,Group G,Panama,Belgium,England,0.0,1.0,0.0,0,1,0,,55,3,13,52,-10,42
2018,Group G,Panama,Belgium,Tunisia,0.0,1.0,0.0,0,1,0,,55,3,21,52,-18,34
2018,Group G,Panama,England,Belgium,0.0,0.0,0.0,0,0,0,,55,13,3,42,10,52
2018,Group G,Panama,England,Tunisia,0.0,1.0,0.0,0,1,0,,55,13,21,42,-8,34
2018,Group G,Panama,Tunisia,Belgium,0.0,0.0,0.0,0,0,0,,55,21,3,34,18,52
2018,Group G,Panama,Tunisia,England,0.0,0.0,0.0,0,0,0,,55,21,13,34,8,42
2018,Group G,Tunisia,Belgium,England,0.0,1.0,0.0,0,1,0,,21,3,13,18,-10,8
2018,Group G,Tunisia,Belgium,Panama,0.0,1.0,1.0,0,1,0,,21,3,55,18,-52,-34
2018,Group G,Tunisia,England,Belgium,0.0,0.0,0.0,0,0,0,,21,13,3,8,10,18
2018,Group G,Tunisia,England,Panama,0.0,1.0,1.0,0,1,0,,21,13,55,8,-42,-34
2018,Group G,Tunisia,Panama,Belgium,1.0,0.0,0.0,1,0,0,,21,55,3,-34,52,18
2018,Group G,Tunisia,Panama,England,1.0,0.0,0.0,1,0,0,,21,55,13,-34,42,8
2018,Group H,Colombia,Japan,Poland,0.0,0.0,1.0,0,0,0,,16,61,8,-45,53,8
2018,Group H,Colombia,Japan,Senegal,0.0,0.5,1.0,0,0,0,,16,61,27,-45,34,-11
2018,Group H,Colombia,Poland,Japan,1.0,1.0,0.0,1,1,1,0,16,8,61,8,-53,-45
2018,Group H,Colombia,Poland,Senegal,1.0,0.0,1.0,1,0,0,,16,8,27,8,-19,-11
2018,Group H,Colombia,Senegal,Japan,1.0,0.5,0.0,1,0,0,,16,27,61,-11,-34,-45
2018,Group H,Colombia,Senegal,Poland,1.0,1.0,1.0,1,1,1,1,16,27,8,-11,19,8
2018,Group H,Japan,Colombia,Poland,1.0,1.0,0.0,1,1,1,0,61,16,8,45,8,53
2018,Group H,Japan,Colombia,Senegal,1.0,1.0,0.5,1,1,1,0,61,16,27,45,-11,34
2018,Group H,Japan,Poland,Colombia,0.0,0.0,1.0,0,0,0,,61,8,16,53,-8,45
2018,Group H,Japan,Poland,Senegal,0.0,0.0,0.5,0,0,0,,61,8,27,53,-19,34
2018,Group H,Japan,Senegal,Colombia,0.5,0.0,1.0,0,0,0,,61,27,16,34,11,45
2018,Group H,Japan,Senegal,Poland,0.5,1.0,0.0,0,1,0,,61,27,8,34,19,53
2018,Group H,Poland,Colombia,Japan,0.0,0.0,1.0,0,0,0,,8,16,61,-8,-45,-53
2018,Group H,Poland,Colombia,Senegal,0.0,1.0,0.0,0,1,0,,8,16,27,-8,-11,-19
2018,Group H,Poland,Japan,Colombia,1.0,1.0,0.0,1,1,1,0,8,61,16,-53,45,-8
2018,Group H,Poland,Japan,Senegal,1.0,0.5,0.0,1,0,0,,8,61,27,-53,34,-19
2018,Group H,Poland,Senegal,Colombia,0.0,0.0,0.0,0,0,0,,8,27,16,-19,11,-8
2018,Group H,Poland,Senegal,Japan,0.0,0.5,1.0,0,0,0,,8,27,61,-19,-34,-53
